DT,Usage
20042,0.381
20043,0.352
20044,2.502
20045,0.378
20046,0.599
20047,1.326
20048,0.635
20101,0.6
20102,0.622
20103,0.597
20104,0.602
20105,0.557
20106,0.232
20107,0.231
20108,0.088
20109,0.148
20110,0.141
20111,0.072
20112,0.14
20113,0.1
20114,0.068
20115,0.159
20116,0.079
20117,0.089
20118,0.157
20119,0.435
20120,0.231
20121,0.24
20122,0.28
20123,0.241
20124,0.168
20125,0.113
20126,0.167
20127,0.304
20128,0.413
20129,0.24
20130,0.177
20131,0.347
20132,0.163
20133,0.188
20134,0.494
20135,1.017
20136,1.364
20137,0.582
20138,0.54
20139,0.472
20140,0.275
20141,0.371
20142,0.283
20143,0.572
20144,0.453
20145,0.484
20146,0.546
20147,0.629
20148,1.325
20201,0.613
20202,0.701
20203,0.645
20204,0.57
20205,0.635
20206,0.272
20207,0.071
20208,0.141
20209,0.137
20210,0.061
20211,0.126
20212,0.142
20213,0.061
20214,0.112
20215,0.15
20216,0.065
20217,0.106
20218,0.159
20219,0.088
20220,0.09
20221,0.539
20222,0.22
20223,0.22
20224,0.202
20225,0.275
20226,0.173
20227,0.613
20228,0.16
20229,0.157
20230,0.112
20231,0.088
20232,0.166
20233,0.151
20234,0.786
20235,0.714
20236,1.997
20237,1.544
20238,0.984
20239,1.176
20240,0.431
20241,2.419
20242,0.453
20243,1.234
20244,0.789
20245,0.736
20246,0.622
20247,0.53
20248,0.569
20301,0.667
20302,0.579
20303,0.614
20304,0.581
20305,0.325
20306,0.149
20307,0.24
20308,0.136
20309,0.11
20310,0.153
20311,0.086
20312,0.126
20313,0.165
20314,0.075
20315,0.113
20316,0.159
20317,0.067
20318,0.104
20319,0.156
20320,0.326
20321,0.434
20322,0.432
20323,0.194
20324,0.081
20325,1.169
20326,0.796
20327,0.238
20328,0.211
20329,0.512
20330,0.163
20331,0.086
20332,0.101
20333,0.548
20334,0.767
20335,0.371
20336,1.538
20337,1.163
20338,0.537
20339,0.502
20340,2.871
20341,0.342
20342,1.266
20343,0.51
20344,1.567
20345,0.682
20346,0.663
20347,0.706
20348,0.644
20401,0.574
20402,0.684
20403,0.603
20404,0.528
20405,0.585
20406,0.137
20407,0.102
20408,0.163
20409,0.076
20410,0.113
20411,0.159
20412,0.065
20413,0.105
20414,0.144
20415,0.072
20416,0.122
20417,0.145
20418,0.071
20419,0.128
20420,0.155
20421,0.315
20422,0.437
20423,0.796
20424,0.178
20425,0.525
20426,0.186
20427,0.139
20428,0.08
20429,0.161
20430,0.153
20431,0.071
20432,0.125
20433,0.158
20434,0.083
20435,0.098
20436,0.155
20437,0.095
20438,1.05
20439,0.377
20440,0.309
20441,0.217
20442,0.692
20443,2.506
20444,1.487
20445,0.699
20446,0.612
20447,0.507
20448,0.592
20501,0.656
20502,0.567
20503,0.588
20504,0.536
20505,0.548
20506,0.207
20507,0.094
20508,0.115
20509,0.155
20510,0.072
20511,0.112
20512,0.135
20513,0.064
20514,0.115
20515,0.131
20516,0.076
20517,0.137
20518,0.111
20519,0.352
20520,0.82
20521,0.294
20522,0.974
20523,0.297
20524,0.167
20525,0.165
20526,0.152
20527,0.146
20528,0.145
20529,0.296
20530,0.243
20531,0.161
20532,0.206
20533,0.628
20534,0.264
20535,1.062
20536,1.265
20537,1.2
20538,1.14
20539,0.856
20540,0.657
20541,0.399
20542,0.393
20543,0.58
20544,0.401
20545,0.755
20546,0.631
20547,0.701
20548,0.533
20601,0.592
20602,0.644
20603,0.629
20604,0.597
20605,0.577
20606,0.104
20607,0.151
20608,0.161
20609,0.08
20610,0.147
20611,0.135
20612,0.073
20613,0.161
20614,0.124
20615,0.067
20616,0.175
20617,0.165
20618,0.38
20619,0.453
20620,0.254
20621,0.074
20622,0.261
20623,0.388
20624,0.169
20625,0.137
20626,0.076
20627,0.155
20628,0.156
20629,0.154
20630,0.116
20631,0.068
20632,0.159
20633,0.152
20634,0.309
20635,0.173
20636,0.188
20637,0.478
20638,0.331
20639,0.384
20640,2.301
20641,1.091
20642,1.376
20643,1.098
20644,1.221
20645,1.313
20646,0.57
20647,0.496
20648,0.601
20701,0.615
20702,0.56
20703,0.577
20704,0.598
20705,0.566
20706,0.643
20707,0.685
20708,0.152
20709,0.126
20710,0.164
20711,0.076
20712,0.116
20713,0.157
20714,0.069
20715,0.114
20716,0.163
20717,0.075
20718,0.116
20719,0.167
20720,0.076
20721,0.095
20722,0.156
20723,0.309
20724,0.136
20725,0.334
20726,0.271
20727,0.152
20728,0.17
20729,0.325
20730,0.102
20731,0.157
20732,0.439
20733,0.227
20734,0.59
20735,0.266
20736,0.357
20737,0.285
20738,0.414
20739,0.356
20740,0.227
20741,0.301
20742,0.282
20743,0.608
20744,0.641
20745,0.584
20746,0.706
20747,0.778
20748,0.758
20801,0.586
20802,0.625
20803,0.574
20804,0.483
20805,0.485
20806,0.425
20807,0.235
20808,0.096
20809,0.159
20810,0.066
20811,0.09
20812,0.164
20813,0.116
20814,0.173
20815,0.195
20816,0.094
20817,0.107
20818,0.165
20819,0.54
20820,0.161
20821,0.399
20822,0.136
20823,0.169
20824,0.168
20825,0.24
20826,0.334
20827,0.104
20828,0.168
20829,0.314
20830,0.165
20831,0.176
20832,0.165
20833,0.144
20834,0.061
20835,0.109
20836,0.15
20837,0.082
20838,0.172
20839,0.344
20840,0.498
20841,0.224
20842,0.312
20843,0.442
20844,0.379
20845,0.682
20846,0.732
20847,0.701
20848,0.755
20901,0.656
20902,0.591
20903,0.542
20904,0.453
20905,0.49
20906,0.287
20907,0.136
20908,0.073
20909,0.13
20910,0.132
20911,0.062
20912,0.114
20913,0.139
20914,0.06
20915,0.117
20916,0.157
20917,0.072
20918,0.101
20919,0.447
20920,0.163
20921,0.11
20922,0.891
20923,0.428
20924,0.268
20925,0.418
20926,0.176
20927,0.272
20928,0.237
20929,0.288
20930,0.189
20931,0.244
20932,0.164
20933,0.39
20934,0.219
20935,0.257
20936,0.08
20937,0.447
20938,0.244
20939,0.224
20940,0.448
20941,0.368
20942,0.272
20943,0.214
20944,0.714
20945,0.407
20946,0.36
20947,0.445
20948,0.523
21001,0.7
21002,0.669
21003,0.864
21004,0.573
21005,0.6
21006,0.534
21007,0.165
21008,0.12
21009,0.13
21010,0.072
21011,0.124
21012,0.112
21013,0.056
21014,0.114
21015,0.117
21016,0.072
21017,0.136
21018,0.113
21019,0.054
21020,0.122
21021,0.214
21022,0.434
21023,0.397
21024,1.125
21025,1.258
21026,0.982
21027,0.482
21028,0.129
21029,0.348
21030,0.153
21031,0.07
21032,0.109
21033,0.155
21034,0.36
21035,0.11
21036,2.203
21037,1.034
21038,0.415
21039,0.666
21040,2.395
21041,0.222
21042,0.639
21043,0.442
21044,3.548
21045,1.455
21046,0.724
21047,0.523
21048,0.571
21101,0.593
21102,0.56
21103,0.579
21104,0.56
21105,0.134
21106,0.143
21107,0.18
21108,0.141
21109,0.124
21110,0.119
21111,0.071
21112,0.133
21113,0.109
21114,0.072
21115,0.142
21116,0.098
21117,0.071
21118,0.158
21119,0.498
21120,0.164
21121,0.221
21122,0.335
21123,0.579
21124,1.077
21125,0.161
21126,0.152
21127,0.16
21128,0.075
21129,0.116
21130,0.157
21131,0.121
21132,0.058
21133,0.128
21134,0.15
21135,0.084
21136,0.1
21137,0.927
21138,0.637
21139,0.208
21140,0.303
21141,0.417
21142,0.454
21143,1.399
21144,0.706
21145,0.675
21146,0.976
21147,0.611
21148,0.595
21201,0.712
21202,0.705
21203,0.631
21204,0.689
21205,0.571
21206,0.435
21207,0.127
21208,0.13
21209,0.074
21210,0.139
21211,0.125
21212,0.057
21213,0.115
21214,0.135
21215,0.074
21216,0.122
21217,0.145
21218,0.054
21219,0.361
21220,0.216
21221,0.29
21222,0.233
21223,0.229
21224,0.08
21225,0.064
21226,0.149
21227,0.088
21228,0.072
21229,0.217
21230,0.181
21231,0.349
21232,0.253
21233,0.485
21234,0.552
21235,0.548
21236,1.311
21237,0.958
21238,1.376
21239,1.977
21240,0.442
21241,0.645
21242,0.921
21243,0.66
21244,0.468
21245,0.912
21246,0.881
21247,0.869
21248,0.614
21301,0.602
21302,0.596
21303,0.64
21304,0.623
21305,0.681
21306,0.34
21307,0.117
21308,0.231
21309,0.178
21310,0.088
21311,0.159
21312,0.121
21313,0.073
21314,0.166
21315,0.106
21316,0.08
21317,0.487
21318,0.174
21319,0.152
21320,0.352
21321,0.125
21322,0.261
21323,0.413
21324,0.162
21325,0.076
21326,0.111
21327,0.153
21328,0.131
21329,0.061
21330,0.128
21331,0.155
21332,0.132
21333,0.074
21334,0.405
21335,0.349
21336,0.589
21337,0.573
21338,0.406
21339,0.401
21340,0.582
21341,0.712
21342,1.407
21343,2.36
21344,1.804
21345,1.616
21346,1.519
21347,1.913
21348,0.894
21401,0.566
21402,0.639
21403,0.593
21404,0.581
21405,0.712
21406,0.661
21407,0.625
21408,0.514
21409,0.084
21410,0.073
21411,0.167
21412,0.074
21413,0.085
21414,0.161
21415,0.069
21416,0.1
21417,0.157
21418,0.071
21419,0.108
21420,0.166
21421,0.103
21422,0.185
21423,0.195
21424,0.102
21425,1.078
21426,1.566
21427,1.44
21428,1.308
21429,1.386
21430,0.452
21431,0.577
21432,0.378
21433,0.627
21434,0.285
21435,0.464
21436,0.355
21437,0.281
21438,0.665
21439,0.448
21440,0.357
21441,0.347
21442,0.387
21443,0.489
21444,0.601
21445,0.709
21446,0.757
21447,0.631
21448,0.743
21501,0.706
21502,0.596
21503,0.684
21504,0.659
21505,0.677
21506,0.452
21507,0.159
21508,0.07
21509,0.081
21510,0.174
21511,0.104
21512,0.065
21513,0.148
21514,0.103
21515,0.08
21516,0.141
21517,0.119
21518,0.054
21519,0.13
21520,0.467
21521,0.12
21522,0.197
21523,0.403
21524,0.107
21525,1.08
21526,0.371
21527,0.317
21528,0.7
21529,1.395
21530,1.46
21531,0.179
21532,0.232
21533,0.585
21534,0.673
21535,1.304
21536,1.234
21537,0.368
21538,0.595
21539,0.723
21540,0.337
21541,0.219
21542,0.285
21543,0.669
21544,0.549
21545,0.643
21546,0.778
21547,1.31
21548,0.781
21601,0.749
21602,0.576
21603,0.589
21604,0.602
21605,0.843
21606,0.226
21607,0.1
21608,0.163
21609,0.086
21610,0.114
21611,0.21
21612,0.19
21613,0.076
21614,0.15
21615,0.137
21616,0.077
21617,0.136
21618,0.142
21619,0.424
21620,0.165
21621,0.361
21622,0.152
21623,2.411
21624,0.527
21625,0.57
21626,0.129
21627,0.157
21628,0.145
21629,0.07
21630,0.123
21631,0.161
21632,0.345
21633,0.223
21634,1.442
21635,1.131
21636,1.051
21637,1.479
21638,0.536
21639,0.46
21640,0.222
21641,0.332
21642,0.378
21643,0.53
21644,0.376
21645,0.66
21646,0.607
21647,0.83
21648,0.702
21701,0.633
21702,0.576
21703,0.704
21704,0.646
21705,0.539
21706,0.393
21707,0.183
21708,0.104
21709,0.151
21710,0.199
21711,0.109
21712,0.131
21713,0.188
21714,0.103
21715,0.103
21716,0.198
21717,0.133
21718,0.387
21719,0.15
21720,0.119
21721,0.063
21722,0.379
21723,0.38
21724,0.798
21725,0.467
21726,0.458
21727,0.17
21728,0.166
21729,0.164
21730,1.192
21731,1.149
21732,1.005
21733,1.051
21734,0.78
21735,0.853
21736,1.984
21737,1.451
21738,0.341
21739,0.615
21740,0.273
21741,0.262
21742,0.602
21743,0.518
21744,0.463
21745,0.496
21746,0.513
21747,0.743
21748,0.592
21801,0.59
21802,0.539
21803,0.584
21804,0.649
21805,0.654
21806,0.365
21807,0.217
21808,0.08
21809,0.124
21810,0.157
21811,0.08
21812,0.121
21813,0.16
21814,0.06
21815,0.095
21816,0.42
21817,0.144
21818,0.274
21819,0.223
21820,0.1
21821,0.218
21822,0.552
21823,0.593
21824,0.079
21825,0.354
21826,0.148
21827,0.094
21828,0.091
21829,0.158
21830,0.12
21831,0.067
21832,0.147
21833,0.148
21834,0.083
21835,0.14
21836,0.211
21837,1.201
21838,0.424
21839,0.301
21840,0.312
21841,0.348
21842,0.492
21843,1.247
21844,0.536
21845,0.911
21846,0.658
21847,0.535
21848,0.574
21901,0.619
21902,0.565
21903,0.596
21904,0.571
21905,0.498
21906,0.501
21907,0.124
21908,0.076
21909,0.139
21910,0.093
21911,0.058
21912,0.16
21913,0.083
21914,0.053
21915,0.168
21916,0.073
21917,0.072
21918,0.15
21919,0.42
21920,0.111
21921,0.329
21922,0.326
21923,0.232
21924,0.414
21925,0.152
21926,0.079
21927,0.144
21928,0.168
21929,0.25
21930,0.555
21931,0.452
21932,0.509
21933,1.051
21934,0.224
21935,1.115
21936,0.767
21937,1.848
21938,0.653
21939,0.461
21940,0.24
21941,0.32
21942,0.252
21943,0.606
21944,0.515
21945,0.611
21946,0.831
21947,0.598
21948,0.642
22001,0.594
22002,0.634
22003,0.753
22004,0.875
22005,0.45
22006,0.231
22007,0.144
22008,0.09
22009,0.184
22010,0.167
22011,0.083
22012,0.15
22013,0.156
22014,0.074
22015,0.135
22016,0.144
22017,0.368
22018,0.199
22019,0.198
22020,0.301
22021,0.451
22022,0.169
22023,0.106
22024,0.089
22025,0.151
22026,0.141
22027,0.067
22028,2.263
22029,1.07
22030,0.76
22031,0.432
22032,1.125
22033,0.455
22034,0.477
22035,1.043
22036,0.719
22037,0.657
22038,0.857
22039,0.547
22040,1.188
22041,0.803
22042,0.516
22043,0.562
22044,0.461
22045,0.627
22046,0.52
22047,0.552
22048,0.565
22101,0.523
22102,1.643
22103,0.935
22104,0.629
22105,0.562
22106,0.622
22107,0.486
22108,0.289
22109,0.15
22110,0.074
22111,0.194
22112,0.206
22113,0.143
22114,0.12
22115,0.185
22116,0.087
22117,0.121
22118,0.167
22119,0.08
22120,0.101
22121,0.158
22122,0.09
22123,0.669
22124,0.406
22125,0.193
22126,0.333
22127,0.456
22128,1.81
22129,0.87
22130,0.606
22131,0.939
22132,0.436
22133,1.349
22134,0.421
22135,0.627
22136,0.23
22137,0.415
22138,0.301
22139,0.226
22140,0.283
22141,0.307
22142,0.384
22143,0.674
22144,0.712
22145,0.682
22146,1.096
22147,0.69
22148,0.577
22201,0.646
22202,0.723
22203,0.602
22204,0.592
22205,0.692
22206,0.528
22207,0.161
22208,0.204
22209,0.123
22210,0.134
22211,0.209
22212,0.144
22213,0.117
22214,0.191
22215,0.136
22216,0.102
22217,0.202
22218,0.176
22219,0.311
22220,0.235
22221,0.392
22222,0.203
22223,0.421
22224,1.149
22225,0.289
22226,0.229
22227,0.09
22228,0.174
22229,0.168
22230,0.077
22231,0.124
22232,0.167
22233,0.301
22234,0.078
22235,1.354
22236,2.14
22237,0.627
22238,0.311
22239,0.609
22240,0.327
22241,0.261
22242,0.348
22243,0.559
22244,2.454
22245,0.585
22246,0.656
22247,0.729
22248,1.279
22301,0.743
22302,0.641
22303,0.662
22304,0.782
22305,0.253
22306,0.203
22307,0.205
22308,0.135
22309,0.124
22310,0.208
22311,0.136
22312,0.12
22313,0.202
22314,0.116
22315,0.096
22316,0.205
22317,0.14
22318,0.329
22319,0.266
22320,0.325
22321,0.349
22322,0.499
22323,0.329
22324,0.32
22325,0.321
22326,0.703
22327,1.096
22328,0.585
22329,0.422
22330,1.938
22331,0.903
22332,0.464
22333,0.347
22334,0.26
22335,0.621
22336,1.199
22337,3.47
22338,1.536
22339,0.453
22340,0.489
22341,0.495
22342,0.436
22343,1.107
22344,0.825
22345,0.739
22346,0.653
22347,0.648
22348,0.534
22401,0.661
22402,1.113
22403,0.795
22404,0.99
22405,0.854
22406,0.277
22407,0.116
22408,0.165
22409,0.197
22410,0.129
22411,0.117
22412,0.206
22413,0.235
22414,0.152
22415,0.242
22416,0.218
22417,0.16
22418,0.135
22419,0.406
22420,0.262
22421,0.276
22422,0.327
22423,0.295
22424,0.176
22425,0.111
22426,0.196
22427,0.201
22428,0.166
22429,0.096
22430,0.163
22431,0.183
22432,0.432
22433,0.12
22434,0.296
22435,0.288
22436,1.013
22437,1.59
22438,0.694
22439,0.613
22440,0.694
22441,1.018
22442,0.617
22443,0.625
22444,0.884
22445,0.749
22446,0.724
22447,0.548
22448,0.567
22501,0.7
22502,0.61
22503,0.647
22504,0.661
22505,0.692
22506,0.665
22507,0.489
22508,0.124
22509,0.123
22510,0.219
22511,0.133
22512,0.121
22513,0.202
22514,0.112
22515,0.116
22516,0.179
22517,0.083
22518,0.104
22519,0.17
22520,0.098
22521,0.065
22522,0.565
22523,0.292
22524,0.456
22525,0.563
22526,0.263
22527,0.201
22528,0.098
22529,0.383
22530,0.202
22531,0.149
22532,0.078
22533,0.143
22534,0.169
22535,0.083
22536,0.089
22537,0.158
22538,0.853
22539,0.327
22540,0.355
22541,0.622
22542,0.439
22543,2.305
22544,0.957
22545,0.71
22546,0.718
22547,0.621
22548,0.544
22601,0.557
22602,0.689
22603,0.595
22604,0.536
22605,0.68
22606,0.566
22607,0.14
22608,0.147
22609,0.157
22610,0.088
22611,0.129
22612,0.166
22613,0.082
22614,0.096
22615,0.168
22616,0.103
22617,0.084
22618,0.174
22619,0.118
22620,0.385
22621,0.365
22622,0.192
22623,0.272
22624,0.19
22625,0.169
22626,0.145
22627,0.077
22628,0.14
22629,0.168
22630,0.146
22631,0.301
22632,0.127
22633,0.299
22634,0.609
22635,0.579
22636,1.477
22637,1.072
22638,1.53
22639,0.495
22640,0.535
22641,0.297
22642,0.223
22643,0.717
22644,1.032
22645,0.932
22646,0.895
22647,0.717
22648,1.083
22701,0.707
22702,0.625
22703,0.731
22704,0.772
22705,0.697
22706,0.319
22707,0.215
22708,0.229
22709,0.153
22710,0.241
22711,0.232
22712,0.141
22713,0.151
22714,0.211
22715,0.101
22716,0.112
22717,0.176
22718,0.466
22719,0.21
22720,0.255
22721,0.303
22722,0.077
22723,0.766
22724,1.176
22725,0.844
22726,0.753
22727,0.831
22728,1.093
22729,1.135
22730,0.394
22731,0.149
22732,0.082
22733,0.455
22734,0.585
22735,0.354
22736,1.822
22737,1.455
22738,0.488
22739,0.31
22740,1.309
22741,0.558
22742,0.934
22743,0.702
22744,0.787
22745,0.744
22746,1.023
22747,0.951
22748,0.539
22801,0.544
22802,0.787
22803,0.581
22804,0.53
22805,0.585
22806,0.454
22807,0.1
22808,0.17
22809,0.103
22810,0.128
22811,0.158
22812,0.068
22813,0.172
22814,0.207
22815,0.14
22816,0.168
22817,0.157
22818,0.069
22819,0.115
22820,0.17
22821,0.077
22822,0.119
22823,0.801
22824,0.242
22825,1.095
22826,0.705
22827,1.571
22828,1.503
22829,1.505
22830,0.5
22831,0.348
22832,0.71
22833,0.423
22834,0.311
22835,0.384
22836,0.285
22837,0.366
22838,0.317
22839,0.232
22840,0.224
22841,0.485
22842,0.395
22843,0.591
22844,0.993
22845,0.947
22846,0.581
22847,0.893
22848,0.584
22901,0.571
22902,0.639
22903,0.615
22904,0.531
22905,0.208
22906,0.183
22907,0.08
22908,0.104
22909,0.164
22910,0.084
22911,0.088
22912,0.166
22913,0.099
22914,0.07
22915,0.159
22916,0.101
22917,0.059
22918,0.143
22919,0.143
22920,0.074
22921,0.396
22922,0.241
22923,0.294
22924,0.066
22925,0.83
22926,0.343
22927,0.216
22928,0.153
22929,0.173
22930,0.441
22931,0.112
22932,0.138
22933,0.686
22934,0.275
22935,1.618
22936,1.688
22937,0.657
22938,0.947
22939,0.366
22940,0.278
22941,0.314
22942,2.361
22943,0.553
22944,0.606
22945,0.898
22946,0.656
22947,1.148
22948,1.29
23001,0.726
23002,0.799
23003,0.682
23004,0.586
23005,0.483
23006,0.163
23007,0.099
23008,0.073
23009,0.171
23010,0.165
23011,0.145
23012,0.167
23013,0.167
23014,0.084
23015,0.131
23016,0.158
23017,0.069
23018,0.109
23019,0.16
23020,0.509
23021,0.795
23022,0.294
23023,0.194
23024,0.123
23025,0.422
23026,0.158
23027,1.779
23028,0.814
23029,0.297
23030,0.343
23031,0.91
23032,0.302
23033,0.321
23034,0.519
23035,1.746
23036,1.247
23037,0.579
23038,1.565
23039,0.307
23040,0.367
23041,0.32
23042,0.683
23043,0.694
23044,0.814
23045,0.492
23046,0.676
23047,0.578
23048,0.504
23101,0.568
23102,1.315
23103,1.48
23104,0.458
23105,0.133
23106,0.17
23107,0.09
23108,0.1
23109,0.167
23110,0.114
23111,0.07
23112,0.157
23113,0.141
23114,0.068
23115,0.123
23116,0.156
23117,0.403
23118,0.16
23119,0.247
23120,0.298
23121,0.149
23122,0.377
23123,0.24
23124,0.147
23125,0.089
23126,0.162
23127,0.157
23128,0.085
23129,0.127
23130,0.17
23131,0.14
23132,0.074
23133,0.136
23134,0.425
23135,0.099
23136,0.073
23137,1.068
23138,1.23
23139,0.303
23140,0.56
23141,0.514
23142,0.833
23143,0.557
23144,0.832
23145,0.874
23146,0.677
23147,0.578
23148,0.729
23201,0.698
23202,0.653
23203,0.671
23204,0.562
23205,0.486
23206,0.181
23207,0.16
23208,0.078
23209,0.106
23210,0.163
23211,0.081
23212,0.081
23213,0.159
23214,0.088
23215,0.064
23216,0.166
23217,0.099
23218,0.07
23219,0.161
23220,0.123
23221,0.39
23222,0.193
23223,0.296
23224,1.214
23225,0.632
23226,0.646
23227,0.166
23228,0.635
23229,0.497
23230,0.158
23231,0.297
23232,0.081
23233,0.178
23234,0.147
23235,0.073
23236,0.128
23237,1.034
23238,0.23
23239,0.26
23240,0.307
23241,0.7
23242,2.742
23243,0.854
23244,0.757
23245,1.049
23246,0.739
23247,0.641
23248,0.591
23301,0.643
23302,0.653
23303,0.6
23304,0.606
23305,0.524
23306,0.576
23307,0.573
23308,0.281
23309,0.12
23310,0.188
23311,0.133
23312,0.187
23313,0.119
23314,0.069
23315,0.132
23316,0.118
23317,0.071
23318,0.142
23319,0.344
23320,0.847
23321,0.165
23322,0.246
23323,0.345
23324,0.143
23325,0.16
23326,0.071
23327,0.115
23328,0.163
23329,1.201
23330,1.383
23331,0.342
23332,0.407
23333,0.202
23334,0.059
23335,0.125
23336,0.153
23337,0.102
23338,0.607
23339,0.355
23340,0.269
23341,0.523
23342,1.224
23343,0.811
23344,0.922
23345,1.079
23346,0.754
23347,0.596
23348,0.549
23401,0.72
23402,0.608
23403,0.596
23404,0.639
23405,0.199
23406,0.091
23407,0.226
23408,0.08
23409,0.103
23410,0.173
23411,0.083
23412,0.129
23413,0.132
23414,0.068
23415,0.142
23416,0.096
23417,0.186
23418,0.343
23419,0.173
23420,0.172
23421,0.204
23422,0.23
23423,1.082
23424,0.573
23425,1.418
23426,0.295
23427,1.093
23428,2.007
23429,1.232
23430,0.6
23431,0.165
23432,0.43
23433,0.214
23434,0.277
23435,0.312
23436,0.274
23437,0.215
23438,0.519
23439,0.55
23440,0.5
23441,0.466
23442,1.455
23443,0.751
23444,0.822
23445,1.134
23446,0.753
23447,0.868
23448,0.595
23501,0.879
23502,0.604
23503,0.69
23504,0.749
23505,0.632
23506,0.555
23507,0.509
23508,0.163
23509,0.11
23510,0.132
23511,0.164
23512,0.143
23513,0.079
23514,0.143
23515,0.173
23516,0.112
23517,0.073
23518,0.164
23519,0.385
23520,0.084
23521,0.108
23522,0.392
23523,0.102
23524,0.065
23525,0.244
23526,0.381
23527,0.787
23528,1.664
23529,0.7
23530,0.587
23531,0.361
23532,0.425
23533,0.655
23534,1.092
23535,0.545
23536,0.376
23537,0.418
23538,0.22
23539,0.825
23540,0.566
23541,0.345
23542,0.725
23543,0.572
23544,0.93
23545,0.597
23546,0.669
23547,1.294
23548,0.695
23601,0.765
23602,0.576
23603,0.648
23604,0.696
23605,0.522
23606,0.56
23607,0.26
23608,0.071
23609,0.099
23610,0.208
23611,0.135
23612,0.139
23613,0.178
23614,0.07
23615,0.086
23616,0.163
23617,0.076
23618,0.078
23619,0.165
23620,0.084
23621,0.435
23622,0.236
23623,0.418
23624,0.295
23625,0.127
23626,0.16
23627,0.312
23628,0.132
23629,0.087
23630,0.16
